benchmark,topology,pinning,source,allocator,instance_id,interop_threads,intraop_threads,batch_size,latency(min),latency(avg),latency(max),flops
bert_manual_script,sequential,numactl,torch,default,1,1,3,16,186.30885396851227,195.45062245626468,246.79679400287569,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,4,16,109.54367200611159,114.0556765999645,135.0127499899827,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,5,16,150.3047370351851,158.81038930092473,197.46485399082303,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,6,16,92.05201198346913,97.00328060076572,134.66858101310208,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,7,16,128.11345898080617,135.79080963798333,187.08407698431984,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,8,16,73.2075140113011,78.36345841933507,105.78129097120836,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,9,16,125.24511205265298,134.211203000159,241.88012798549607,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,10,16,66.13310397369787,69.20358608884271,85.44124901527539,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,11,16,104.49587099719793,110.54719893378206,147.2119609825313,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,12,16,61.44173699431121,64.11885668232571,79.43087496096268,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,13,16,102.74529497837648,108.64850959856994,156.83331101899967,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,14,16,59.71647298429161,62.81576380133629,81.3276440021582,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,15,16,99.81439198600128,107.06466713862028,181.03620799956843,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,16,16,56.26828200183809,59.89144738879986,80.27584699448198,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,1,32,633.41140904231,648.6676720203832,778.6249669734389,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,2,32,329.32480599265546,343.9332911086967,408.86775305261835,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,3,32,272.02111203223467,283.1742207199568,342.58719196077436,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,4,32,193.27599002281204,201.02467997174244,252.4598790332675,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,5,32,218.64181198179722,224.43468346551526,260.97523601492867,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,6,32,162.17370302183554,168.56952746980824,199.20023396844044,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,7,32,182.81463795574382,189.87464484816883,233.37830998934805,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,8,32,134.33720701141283,140.7534903998021,187.84835998667404,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,9,32,168.1812369497493,177.76611500186846,264.7025159676559,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,10,32,131.05324702337384,137.5659075769363,197.48460198752582,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,11,32,155.30625794781372,164.50384162948467,305.7104350300506,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,12,32,115.77349895378575,120.97962338011712,174.8368110274896,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,13,32,150.5361840245314,165.0500782317249,341.8569840141572,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,14,32,116.65770597755909,123.73947015381418,192.66163097927347,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,15,32,144.71301704179496,157.25016839860473,370.0573919923045,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,16,32,107.21771494718269,114.07750014972407,160.69778299424797,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,1,64,1163.0156179890037,1193.7322201038478,1454.202312976122,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,2,64,595.3913989942521,621.0742104903329,737.0512950001284,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,3,64,447.758222988341,467.79801825701725,554.4091690098867,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,4,64,336.4664679975249,347.683247969253,421.5252589783631,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,5,64,334.69969098223373,346.86043011024594,410.1342339999974,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,6,64,271.352811018005,281.3919768418418,341.11879096599296,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,7,64,269.64570401469246,278.27603065699805,334.26783297909424,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,8,64,218.76739198341966,227.94898647989612,300.6609979784116,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,9,64,258.83673899807036,270.84937672887463,382.7531809802167,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,10,64,208.47800001502037,216.62203714367934,266.77639997797087,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,11,64,235.04039703402668,252.63847896130753,377.65017501078546,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,12,64,185.91368797933683,197.5567730772309,241.830226033926,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,13,64,226.3392279855907,239.40223089884967,388.565007946454,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,14,64,181.65522400522605,191.97567351046018,251.6267920145765,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,15,64,206.92615100415424,226.3782939472003,414.10666902083904,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,16,64,164.96201703557745,172.47738040226977,236.0625570290722,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,1,128,2219.8924439726397,2275.332436816534,2732.728158996906,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,2,128,1139.645422983449,1179.5673712034477,1417.8120679571293,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,3,128,822.6154819712974,852.76810249954,1021.982308011502,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,4,128,630.4730079718865,651.887649341952,812.447136035189,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,5,128,608.1119939917699,622.7776344487211,771.7725909897126,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,6,128,512.8301150398329,531.1039532523137,662.1098730247468,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,7,128,454.3625640217215,473.29192553297617,550.8294429746456,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,8,128,412.7220640075393,431.6681594308466,525.1610780251212,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,9,128,418.24682598235086,432.06167946686037,530.3221789654344,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,10,128,393.5028560226783,408.9315048494609,537.6210929825902,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,11,128,369.5836479892023,390.91335255128797,492.3780430108309,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,12,128,325.8006460382603,336.84939640166704,426.5538780018687,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,13,128,354.87576003652066,372.1909808006603,481.088867993094,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,14,128,310.9596340218559,323.8622821617173,382.8910530428402,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,15,128,322.65538501087576,340.88199636898935,490.90462498134,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,16,128,282.3638519621454,300.3243878571084,389.0199289890006,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,1,256,4381.552369974088,4498.759875202086,5351.720201026183,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,2,256,2260.979991988279,2327.751492387033,2916.998672997579,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,3,256,1571.2887730333023,1621.8212216789834,2050.40727002779,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,4,256,1216.640749014914,1263.6256433057133,1616.2411670084111,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,5,256,1135.720717953518,1177.342072983156,1453.0932279885747,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,6,256,958.949271007441,986.6254506306723,1230.2926710108295,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,7,256,854.4457859825343,882.6734028192004,1129.1392070124857,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,8,256,766.6145050316118,787.5882413575891,980.0378140062094,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,9,256,796.808087034151,826.6595165635226,967.4890920286998,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,10,256,722.340895968955,740.2107673423598,918.5385949676856,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,11,256,668.426357966382,692.9173934576102,899.8772430350073,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,12,256,628.7336810491979,650.3959023329662,800.8757510106079,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,13,256,634.3754319823347,655.783067541779,802.0554339746013,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,14,256,600.835682998877,620.6101974588819,904.5818300219253,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,15,256,573.1458450318314,601.3345828000456,789.8779970128089,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,16,256,546.4151829946786,569.3243268487277,846.1842769756913,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,1,512,8729.30909396382,8994.16582394042,10997.428993985523,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,2,512,4496.2858249782585,4680.50108284282,5842.1867660363205,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,3,512,3076.261153037194,3174.1242313646944,4015.883954009041,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,4,512,2393.369802972302,2487.5318889529444,3121.32210098207,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,5,512,2168.440041015856,2256.282371337875,2821.3279229821637,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,6,512,1868.7000690260902,1924.8028528038412,2393.422583991196,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,7,512,1640.341983991675,1688.3612108317902,2139.957116043661,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,8,512,1485.0182810332626,1536.4025520760333,1908.2535509951413,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,9,512,1492.5643950118683,1544.6033151604934,1901.5916739590466,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,10,512,1379.1555460193194,1423.571802599472,1760.8438610332087,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,11,512,1277.2114730323665,1322.29359948833,1666.3076400291175,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,12,512,1204.9321710364893,1239.1243583586765,1511.448464996647,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,13,512,1206.233862962108,1246.955354390666,1520.630348008126,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,14,512,1150.353545031976,1188.351518191048,1465.809484012425,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,15,512,1109.0941920410842,1141.7626804678002,1418.962472002022,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,16,512,1057.877245999407,1091.3887694315054,1342.3262890428305,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,1,1024,21208.175937994383,21771.000310674426,22421.83806799585,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,2,1024,11394.44820600329,11588.299078880227,11897.522589017171,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,3,1024,7843.771776999347,8004.768694157829,8270.478434977122,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,4,1024,6207.075749989599,6331.647004791303,6479.595169017557,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,5,1024,5283.1154220039025,5523.934700938989,5743.548267986625,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,6,1024,4641.185120970476,4785.000887890346,5013.761986978352,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,7,1024,4107.782400038559,4175.553887982387,4320.821525994688,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,8,1024,3788.0079449969344,3876.4615870802663,3981.7636440275237,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,9,1024,3691.2019479786977,3822.2493963316083,3942.445084976498,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,10,1024,3419.006687006913,3509.154535449343,3629.4065859983675,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,11,1024,3103.899102017749,3219.6396887139417,3394.3947220104747,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,12,1024,3021.3526210282,3081.0007353901165,3185.859498975333,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,13,1024,2988.8200789573602,3054.431341338204,3252.7850930346176,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,14,1024,2914.0773889957927,2997.5052319769748,3087.806300027296,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,15,1024,2700.1995759783313,2783.1224465649575,2981.2347930273972,0.0
bert_manual_script,sequential,numactl,torch,default,1,1,16,1024,2649.598046031315,2699.1431639384245,2808.354502019938,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,1,1,105.79534503631294,107.24175245151855,110.63413403462619,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,2,1,58.370662038214505,69.4542531168554,149.22353997826576,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,3,1,38.42900902964175,43.434619419276714,120.81347999628633,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,4,1,32.47368603479117,34.546893171500415,101.88333597034216,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,5,1,28.664456913247705,29.825474182143807,80.88206592947245,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,6,1,24.63951299432665,26.952244492713362,75.34844893962145,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,7,1,22.73956499993801,24.33009116910398,64.07248100731522,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,8,1,20.98508004564792,22.668205074733123,91.05224290397018,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,9,1,22.43706106673926,23.00425415392965,40.63187993597239,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,10,1,20.934747997671366,21.393162150634453,39.4775050226599,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,11,1,20.602092030458152,21.01698517217301,31.48491494357586,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,12,1,20.491642993874848,20.799851341871545,27.141936006955802,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,13,1,18.504842068068683,18.929046848788857,31.87935904134065,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,14,1,19.177707959897816,19.527078134706244,31.772220972925425,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,15,1,19.097174983471632,19.43722857045941,30.390179017558694,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,16,1,18.959929002448916,19.55469482811168,37.00172796379775,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,1,2,123.92875901423395,125.99953541299327,136.76746701821685,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,2,2,69.03621403034776,79.75190324010327,149.66687897685915,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,3,2,45.55959103163332,50.647644778946415,128.8254209794104,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,4,2,36.54612903483212,41.52161218924448,128.02724295761436,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,5,2,33.062655944377184,36.63082818267867,91.87700494658202,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,6,2,28.280065045692027,32.28913711733185,109.70938601531088,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,7,2,27.66880893614143,29.79502688976936,90.09203198365867,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,8,2,24.54014599788934,28.28086630674079,113.21100604254752,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,9,2,26.86162607278675,28.57455440214835,97.8949370328337,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,10,2,24.461862980388105,26.99290005140938,115.26336800307035,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,11,2,24.146165000274777,26.663191739935428,105.06460804026574,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,12,2,24.264841922558844,26.34163722745143,103.25702093541622,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,13,2,22.116890992037952,24.551785064395517,110.74181704316288,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,14,2,22.574198083020747,24.733177743619308,98.3392089838162,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,15,2,22.44019799400121,24.45809251163155,61.183380079455674,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,16,2,22.512411000207067,24.50409894809127,86.88686194363981,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,1,4,158.30622299108654,161.07708049705252,179.39942702651024,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,2,4,89.8938929894939,98.19621629663743,179.1640289593488,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,3,4,58.23701003100723,62.68436531187035,145.7383199594915,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,4,4,46.125759021379054,51.70071592205204,140.7531319418922,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,5,4,41.65862605441362,45.587107815081254,107.58038994390517,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,6,4,34.996911068446934,39.06055054743774,119.3225709721446,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,7,4,33.37438404560089,37.39413730800152,102.22066903952509,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,8,4,31.335590058006346,33.824459159513935,123.13918094150722,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,9,4,31.46177704911679,36.42859759158455,115.26506894733757,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,10,4,28.87199493125081,32.772829823661596,114.55585097428411,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,11,4,29.47262499947101,32.604625249514356,108.14337804913521,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,12,4,28.419276932254434,32.98932888894342,119.59337908774614,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,13,4,27.188288047909737,30.256608191411942,117.15442303102463,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,14,4,26.663015014491975,29.27260609343648,130.48855704255402,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,15,4,27.941953972913325,29.528749131131917,79.91771202068776,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,16,4,26.6591589897871,29.80877999216318,85.50919394474477,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,1,8,218.5923990327865,225.27418262208812,257.9361479729414,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,2,8,119.11083699669689,130.61653787386604,242.37903696484864,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,3,8,131.47947005927563,141.2634175491985,239.95220905635506,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,4,8,70.26071602012962,77.62068352662027,126.88116205390543,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,5,8,83.31537002231926,93.77474376116879,167.86670696455985,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,6,8,52.260644966736436,58.90928323962726,129.0674569318071,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,7,8,76.5546850161627,84.9285805679392,179.7762110363692,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,8,8,44.37943105585873,49.86348381265998,129.8168650828302,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,9,8,69.87303600180894,80.13503971043974,212.10989204701036,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,10,8,42.46156907174736,48.9327888248954,120.15149998478591,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,11,8,65.62838598620147,79.48203445528634,173.01441601011902,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,12,8,40.119130979292095,44.72364550922066,97.11427695583552,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,13,8,62.73808504920453,80.92341428506188,375.9477789280936,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,14,8,37.35566302202642,40.88725809007883,84.62223899550736,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,15,8,61.57038395758718,77.32207364053465,284.98443705029786,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,16,8,37.733101984485984,39.788505252217874,83.87756999582052,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,1,16,347.7387489983812,354.23261146759614,420.1558750355616,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,2,16,203.95391096826643,219.31736077181995,364.29816496092826,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,3,16,182.20330402255058,201.57020697486587,284.33738998137414,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,4,16,103.55918493587524,113.74931861762889,171.36461299378425,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,5,16,121.65874300990254,140.05425208248198,361.96040897630155,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,6,16,85.63360804691911,91.80258453125134,149.81962402816862,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,7,16,104.45506905671209,125.52066939650103,299.47136295959353,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,8,16,67.93215300422162,76.45605920813978,151.66586998384446,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,9,16,100.2482819603756,131.36837867903523,502.29600304737687,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,10,16,62.15125496964902,67.82845862209797,187.63291998766363,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,11,16,81.19245199486613,99.95853019296192,221.32446500472724,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,12,16,55.948141030967236,64.76053516962565,138.22736300062388,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,13,16,78.08826095424592,93.6060172575526,269.544069073163,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,14,16,53.49770106840879,60.5602333531715,149.01628193911165,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,15,16,76.35474507696927,99.05503974645399,282.89933304768056,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,16,16,49.19507703743875,55.86914986604825,128.40863200835884,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,1,32,619.566858978942,628.8401072460692,764.0875619836152,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,2,32,351.042216992937,374.32622914086096,472.77400200255215,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,3,32,266.6912699351087,287.24996164324693,384.1200090246275,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,4,32,193.90183908399194,211.46896615391597,325.2974799834192,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,5,32,177.66256094910204,203.79360581049696,299.37384102959186,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,6,32,145.83850093185902,162.47680309810676,225.79668695107102,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,7,32,146.93981397431344,174.23594204359688,329.285076004453,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,8,32,123.08253906667233,144.03846799163148,266.14630897529423,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,9,32,135.1605470990762,160.429211712908,329.7906130319461,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,10,32,114.74347591865808,134.01790976175107,244.51472202781588,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,11,32,125.95655291806906,151.0492490255274,388.38612602557987,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,12,32,99.2512779776007,119.30499449255876,253.60473105683923,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,13,32,116.1567009985447,153.36566110840067,452.1153970854357,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,14,32,100.84345797076821,119.48602633550763,277.18598395586014,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,15,32,110.97779707051814,155.0105023442302,483.2108940463513,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,16,32,91.89199691172689,115.05813148804009,249.0208330564201,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,1,64,1143.5083970427513,1171.215254619019,1438.9135320670903,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,2,64,624.8281509615481,652.4639187485445,809.8336750408635,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,3,64,437.21749796532094,465.3109909466002,639.9088059552014,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,4,64,337.3296409845352,390.70546243106946,530.8061930118129,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,5,64,276.7726549645886,303.58065528213046,418.34874905180186,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,6,64,239.69148006290197,261.8023040285334,334.11067200358957,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,7,64,221.9567639986053,252.65130613348447,393.97563401144,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,8,64,195.60162001289427,213.79920072853565,364.5277009345591,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,9,64,204.24651296343654,232.9095420835074,438.6423659743741,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,10,64,182.67193401698023,204.23268151003867,333.43566698022187,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,11,64,189.10186307039112,229.4843849039171,509.7616648999974,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,12,64,158.78250799141824,184.28778951638378,304.7404099488631,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,13,64,169.96291698887944,204.73430680227466,564.253353048116,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,14,64,144.94407107122242,160.4597389360424,290.5875890282914,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,15,64,154.34125205501914,205.39751942967996,558.9393159607425,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,16,64,127.33928801026195,148.89707478694618,267.3262379830703,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,1,128,2223.13989198301,2265.8447748282924,2839.2465449869633,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,2,128,1199.778747977689,1271.311589636607,1527.2788340225816,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,3,128,791.0825810395181,863.6166715738364,1234.2852230649441,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,4,128,624.9063649447635,663.0343904322945,835.5605450924486,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,5,128,519.2807299317792,555.2263331774157,712.7226829761639,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,6,128,432.97054001595825,468.6926263011992,688.3717749733478,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,7,128,382.1363860042766,414.7332891274709,586.0478320391849,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,8,128,341.0517950542271,382.7208029408939,538.8738960027695,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,9,128,337.13255904149264,371.5438134910073,503.9461600827053,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,10,128,324.55249794293195,364.9175342847593,574.5335440151393,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,11,128,301.16550100501627,336.5455856535118,461.9150690268725,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,12,128,277.08994201384485,298.27585054095834,518.146186019294,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,13,128,267.1695330645889,294.51114630443044,455.5534669198096,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,14,128,244.8060690658167,281.0696551029105,491.5115910116583,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,15,128,239.0786149771884,283.8893445499707,512.7183770528063,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,16,128,221.577282063663,251.87396873603575,369.5208679419011,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,1,256,4352.371898014098,4487.167016908061,5374.7877340065315,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,2,256,2400.354926008731,2486.2783544464037,3064.287916989997,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,3,256,1540.9398280316964,1734.2692720110063,2431.35483993683,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,4,256,1244.4982689339668,1310.978333101375,1639.436378958635,0.0
bert_manual_script,interleave,numactl,torch,default,1,1,5,256,977.6296290801838,1038.2753059722017,1272.8699200088158,0.0
